timestamp,planta,fase,luminosidade,temp_ar,umid_ar,temp_solo,umid_solo,aquecedor_estado,aquecedor_motivo,ventoinha_estado,ventoinha_motivo,luminaria_estado,luminaria_motivo,bomba_estado,bomba_motivo
2025-09-07T19:40:54.422092,Alface,Floracao,6.67,20.9,73.3,,100,True,20.9°C < mínima (21°C),,,True,Dentro do fotoperíodo cruzando a meia-noite (06:00 → 04:00),False,Solo muito úmido (100% > 50%)
2025-09-07T19:41:24.766313,Alface,Floracao,19023.33,20.9,73.3,,99.76,True,20.9°C < mínima (21°C),,,True,Dentro do fotoperíodo cruzando a meia-noite (06:00 → 04:00),False,Solo muito úmido (99.76% > 50%)
2025-09-07T19:41:55.067556,Alface,Floracao,19201.67,21.1,72.8,,99.72,False,21.1°C entre 21°C e 27°C,,,True,Dentro do fotoperíodo cruzando a meia-noite (06:00 → 04:00),False,Solo muito úmido (99.72% > 50%)
2025-09-07T19:42:25.360302,Alface,Colheita,18801.67,21.3,72.2,,99.29,False,21.3°C entre 21°C e 27°C,,,True,Dentro do fotoperíodo cruzando a meia-noite (06:00 → 04:00),False,Solo muito úmido (99.29% > 50%)
2025-09-07T19:42:55.628104,Alface,Colheita,18990.83,21.4,71.9,,99.45,False,Fase Colheita,,,False,Fase Colheita,False,Fase Colheita
2025-09-07T19:43:25.879380,Alface,Colheita,0.0,21.6,71.4,,100,False,Fase Colheita,,,False,Fase Colheita,False,Fase Colheita
2025-09-07T19:43:56.166559,Alface,Colheita,0.0,21.6,71.0,,100,False,Fase Colheita,,,False,Fase Colheita,False,Fase Colheita
2025-09-07T19:44:26.447656,Alface,Colheita,0.0,21.6,70.7,,100,False,Fase Colheita,,,False,Fase Colheita,False,Fase Colheita
2025-09-07T19:44:56.811394,Alface,Colheita,0.0,21.6,70.6,,100,False,Fase Colheita,,,False,Fase Colheita,False,Fase Colheita
2025-09-07T19:45:27.095414,Alface,Colheita,0.0,21.6,70.5,,100,False,Fase Colheita,,,False,Fase Colheita,False,Fase Colheita
2025-09-07T19:45:57.383444,Alface,Colheita,0.0,,,,100,False,Fase Colheita,,,False,Fase Colheita,False,Fase Colheita
2025-09-07T19:46:27.657877,Alface,Colheita,0.0,21.5,70.6,,100,False,Fase Colheita,,,False,Fase Colheita,False,Fase Colheita
2025-09-07T19:46:57.937488,Alface,Colheita,0.0,21.4,70.7,,100,False,Fase Colheita,,,False,Fase Colheita,False,Fase Colheita
2025-09-07T19:47:28.215761,Alface,Colheita,0.0,21.3,70.8,,100,False,Fase Colheita,,,False,Fase Colheita,False,Fase Colheita
2025-09-07T19:47:58.579157,Alface,Colheita,0.0,21.3,71.0,,100,False,Fase Colheita,,,False,Fase Colheita,False,Fase Colheita
2025-09-07T19:48:28.885942,Alface,Colheita,0.0,21.2,71.1,,100,False,Fase Colheita,,,False,Fase Colheita,False,Fase Colheita
2025-09-07T19:48:59.195404,Alface,Colheita,0.0,21.1,71.3,,100,False,Fase Colheita,,,False,Fase Colheita,False,Fase Colheita
2025-09-07T19:49:29.475343,Alface,Colheita,0.0,,,,100,False,Fase Colheita,,,False,Fase Colheita,False,Fase Colheita
2025-09-07T19:49:59.746441,Alface,Colheita,0.0,21.0,71.7,,100,False,Fase Colheita,,,False,Fase Colheita,False,Fase Colheita
2025-09-07T19:50:29.995778,Alface,Colheita,0.0,20.9,71.9,,100,False,Fase Colheita,,,False,Fase Colheita,False,Fase Colheita
2025-09-07T19:51:00.282929,Alface,Colheita,0.0,20.9,72.1,,100,False,Fase Colheita,,,False,Fase Colheita,False,Fase Colheita
2025-09-07T19:51:29.661098,Alface,Colheita,0.0,20.8,72.3,,100,False,Fase Colheita,,,False,Fase Colheita,False,Fase Colheita
2025-09-07T19:51:38.274995,Alface,Colheita,0.0,20.8,72.5,,100,False,Fase Colheita,,,False,Fase Colheita,False,Fase Colheita
2025-09-07T19:53:45.355910,Standby,Standby,0.0,20.7,72.6,,100,False,Estufa em Standby,,,False,Estufa em Standby,False,Estufa em Standby
2025-09-07T19:55:34.614138,Standby,Standby,0.0,20.7,72.7,,100,False,Estufa em Standby,,,False,Estufa em Standby,False,Estufa em Standby
2025-09-07T20:03:31.946760,Standby,Standby,0.0,20.5,73.3,,100,False,Estufa em Standby,,,False,Estufa em Standby,False,Estufa em Standby
2025-09-07T20:04:02.597167,Standby,Standby,0.0,19.9,75.6,,100,False,Estufa em Standby,,,False,Estufa em Standby,False,Estufa em Standby
2025-09-07T20:04:32.891982,Standby,Standby,0.0,19.9,75.6,,100,False,Estufa em Standby,,,False,Estufa em Standby,False,Estufa em Standby
